"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","919","18","21","7","965",
"1","957","36","10","7","1010",
"2","899","24","16","7","946",
"3","886","38","23","11","958",
"4","850","40","29","7","926",
"5","796","31","18","7","852",
"6","871","14","14","13","912",
"7","816","24","17","9","866",
"8","834","25","11","3","873",
"9","872","18","11","10","911",
"10","968","20","15","10","1013",
"11","898","23","10","9","940",
"12","924","19","18","4","965",
"13","939","19","26","8","992",
"14","966","12","16","11","1005",
"15","1079","7","18","5","1109",
"16","948","13","17","5","983",
"17","943","11","22","10","986",
"18 to 20","2939","54","45","27","3065",
"21 to 24","4010","58","68","38","4174",
"25 & over","44197","430","508","336","45471",
"Total","67511","934","933","544","69922",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
