"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","97","0","8","2","107",
"1","107","1","4","1","113",
"2","107","1","4","0","112",
"3","116","0","4","0","120",
"4","112","2","3","0","117",
"5","123","2","4","2","131",
"6","106","1","2","0","109",
"7","86","0","3","0","89",
"8","89","2","1","0","92",
"9","89","0","0","0","89",
"10","98","0","1","0","99",
"11","96","0","1","0","97",
"12","95","0","1","0","96",
"13","102","0","0","1","103",
"14","92","0","0","0","92",
"15","118","1","1","0","120",
"16","103","3","3","2","111",
"17","109","2","1","0","112",
"18 to 20","219","1","4","2","226",
"21 to 24","256","3","7","3","269",
"25 & over","6082","15","50","30","6177",
"Total","8402","34","102","43","8581",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
