"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","152","0","0","0","152",
"1","146","5","2","1","154",
"2","120","0","2","1","123",
"3","101","1","2","0","104",
"4","110","0","2","1","113",
"5","137","0","1","0","138",
"6","113","0","1","2","116",
"7","121","1","1","0","123",
"8","112","0","1","1","114",
"9","141","0","0","1","142",
"10","132","1","1","0","134",
"11","129","0","3","2","134",
"12","104","2","1","1","108",
"13","90","0","3","0","93",
"14","133","0","1","0","134",
"15","108","2","3","2","115",
"16","128","1","4","0","133",
"17","126","1","4","0","131",
"18 to 20","262","3","7","3","275",
"21 to 24","391","3","4","12","410",
"25 & over","6394","40","63","31","6528",
"Total","9250","60","106","58","9474",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
