"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","390","14","7","19","430",
"1","368","13","8","17","406",
"2","347","16","5","7","375",
"3","322","17","6","13","358",
"4","347","15","9","17","388",
"5","326","15","6","17","364",
"6","332","12","5","7","356",
"7","342","16","6","9","373",
"8","323","13","6","9","351",
"9","352","9","5","13","379",
"10","331","6","6","11","354",
"11","318","6","9","5","338",
"12","285","12","4","7","308",
"13","284","5","3","7","299",
"14","284","6","7","11","308",
"15","310","5","9","11","335",
"16","282","8","8","7","305",
"17","268","21","7","13","309",
"18 to 20","3710","77","22","205","4014",
"21 to 24","6330","172","101","230","6833",
"25 & over","19671","397","278","727","21073",
"Total","35522","855","517","1362","38256",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
