"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","145","4","4","1","154",
"1","129","2","13","0","144",
"2","124","3","3","1","131",
"3","119","4","0","0","123",
"4","151","1","2","1","155",
"5","160","1","4","2","167",
"6","132","6","2","3","143",
"7","173","3","3","0","179",
"8","125","3","1","1","130",
"9","131","0","2","0","133",
"10","156","1","0","2","159",
"11","136","3","4","3","146",
"12","147","0","1","1","149",
"13","155","1","2","1","159",
"14","170","3","2","1","176",
"15","156","4","0","1","161",
"16","168","4","2","1","175",
"17","168","5","3","2","178",
"18 to 20","530","23","7","3","563",
"21 to 24","731","16","17","8","772",
"25 & over","9217","106","80","46","9449",
"Total","13123","193","152","78","13546",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
