"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","110","3","2","2","117",
"1","109","0","0","2","111",
"2","127","2","1","3","133",
"3","136","2","1","1","140",
"4","136","2","1","0","139",
"5","130","1","2","0","133",
"6","115","5","1","0","121",
"7","134","5","1","1","141",
"8","157","4","1","0","162",
"9","143","1","2","3","149",
"10","113","2","1","0","116",
"11","117","2","1","1","121",
"12","118","2","3","2","125",
"13","124","1","1","1","127",
"14","124","3","1","12","140",
"15","105","1","2","15","123",
"16","115","3","2","3","123",
"17","133","1","4","1","139",
"18 to 20","255","3","8","1","267",
"21 to 24","333","5","8","4","350",
"25 & over","6569","91","71","61","6792",
"Total","9403","139","114","113","9769",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
