"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2006"

"counts","White","Black","American Indian","Asian","Total",
"0","94","0","5","0","99",
"1","101","1","3","1","106",
"2","85","0","2","0","87",
"3","63","1","1","0","65",
"4","76","2","2","0","80",
"5","94","0","2","1","97",
"6","82","1","2","0","85",
"7","88","0","1","0","89",
"8","77","0","0","0","77",
"9","84","0","1","0","85",
"10","79","1","1","0","81",
"11","113","0","1","0","114",
"12","96","0","1","0","97",
"13","113","0","0","1","114",
"14","100","1","0","0","101",
"15","119","2","1","0","122",
"16","113","2","3","1","119",
"17","108","1","0","0","109",
"18 to 20","215","0","3","2","220",
"21 to 24","292","1","4","4","301",
"25 & over","5470","9","48","21","5548",
"Total","7662","22","81","31","7796",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
