"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","203","5","5","1","214",
"1","209","9","5","2","225",
"2","207","8","8","0","223",
"3","184","2","7","1","194",
"4","204","4","6","0","214",
"5","163","3","2","1","169",
"6","190","5","2","1","198",
"7","210","4","1","2","217",
"8","183","4","2","0","189",
"9","198","4","4","3","209",
"10","204","7","4","0","215",
"11","205","4","4","1","214",
"12","175","0","3","0","178",
"13","160","1","3","2","166",
"14","195","1","6","1","203",
"15","189","1","0","2","192",
"16","208","2","2","4","216",
"17","200","4","3","1","208",
"18 to 20","403","9","5","0","417",
"21 to 24","597","3","7","3","610",
"25 & over","9242","88","119","71","9520",
"Total","13729","168","198","96","14191",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
