"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","1055","31","10","12","1108",
"1","1036","41","6","28","1111",
"2","1006","44","10","24","1084",
"3","1013","44","5","14","1076",
"4","974","47","26","19","1066",
"5","1051","49","16","21","1137",
"6","1056","22","25","10","1113",
"7","1161","50","8","19","1238",
"8","1070","50","9","18","1147",
"9","1076","59","9","16","1160",
"10","1118","50","13","14","1195",
"11","1147","49","10","16","1222",
"12","1182","28","21","18","1249",
"13","1195","36","11","19","1261",
"14","1220","41","35","14","1310",
"15","1246","44","7","15","1312",
"16","1211","29","12","13","1265",
"17","1173","47","12","20","1252",
"18 to 20","3134","156","45","48","3383",
"21 to 24","4188","257","55","103","4603",
"25 & over","48859","1205","411","561","51036",
"Total","76171","2379","756","1022","80328",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
