"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","496","3","19","5","523",
"1","519","5","15","6","545",
"2","565","4","10","2","581",
"3","532","7","9","2","550",
"4","572","6","7","4","589",
"5","512","3","9","1","525",
"6","539","6","8","3","556",
"7","519","6","9","3","537",
"8","560","7","12","1","580",
"9","579","5","8","5","597",
"10","579","2","8","2","591",
"11","605","2","11","4","622",
"12","623","4","8","2","637",
"13","597","2","8","2","609",
"14","627","4","13","9","653",
"15","672","2","10","2","686",
"16","670","1","9","3","683",
"17","719","3","11","3","736",
"18 to 20","1574","10","26","8","1618",
"21 to 24","1991","5","41","13","2050",
"25 & over","21328","50","239","108","21725",
"Total","35378","137","490","188","36193",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
