"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","284","7","270","2","563",
"1","282","1","204","0","487",
"2","281","5","239","1","526",
"3","318","5","112","2","437",
"4","314","4","202","4","524",
"5","359","3","128","2","492",
"6","337","2","193","3","535",
"7","316","3","164","0","483",
"8","306","5","144","2","457",
"9","307","4","161","0","472",
"10","304","3","162","0","469",
"11","374","3","178","3","558",
"12","321","4","176","4","505",
"13","395","3","205","4","607",
"14","408","3","208","6","625",
"15","376","1","147","2","526",
"16","385","4","192","5","586",
"17","377","0","159","1","537",
"18 to 20","1135","6","425","8","1574",
"21 to 24","1304","5","500","9","1818",
"25 & over","20115","57","3786","99","24057",
"Total","28598","128","7955","157","36838",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
