"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","373","8","7","6","394",
"1","342","13","5","10","370",
"2","346","17","5","5","373",
"3","329","13","7","12","361",
"4","271","12","8","10","301",
"5","278","7","5","11","301",
"6","269","7","5","11","292",
"7","293","5","5","8","311",
"8","270","9","7","9","295",
"9","245","5","2","15","267",
"10","282","10","9","5","306",
"11","270","7","3","8","288",
"12","264","7","3","9","283",
"13","286","5","1","9","301",
"14","238","5","4","8","255",
"15","324","5","4","6","339",
"16","299","5","4","3","311",
"17","290","12","8","8","318",
"18 to 20","4431","78","36","94","4639",
"21 to 24","5606","91","60","207","5964",
"25 & over","17463","198","188","525","18374",
"Total","32769","519","376","979","34643",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
