"Easy Access to Juvenile Populations"
"Table:    Park County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","256","1","2","1","260",
"1","259","1","1","2","263",
"2","253","2","6","2","263",
"3","249","1","1","2","253",
"4","270","1","1","3","275",
"5","310","0","2","0","312",
"6","277","1","1","1","280",
"7","311","3","1","1","316",
"8","279","2","2","1","284",
"9","302","1","2","1","306",
"10","321","2","4","1","328",
"11","339","0","3","2","344",
"12","373","2","6","6","387",
"13","349","6","3","1","359",
"14","376","2","2","3","383",
"15","401","1","1","3","406",
"16","395","0","3","3","401",
"17","395","1","2","3","401",
"18 to 20","1233","2","15","14","1264",
"21 to 24","1154","6","6","10","1176",
"25 & over","17532","18","88","89","17727",
"Total","25634","53","152","149","25988",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
