"Easy Access to Juvenile Populations"
"Table:    Lincoln County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","238","1","7","1","247",
"1","234","0","10","1","245",
"2","254","1","5","2","262",
"3","240","0","0","2","242",
"4","283","1","4","2","290",
"5","291","1","3","0","295",
"6","295","1","5","1","302",
"7","306","3","3","1","313",
"8","300","2","1","1","304",
"9","295","1","4","3","303",
"10","268","4","4","0","276",
"11","276","0","5","2","283",
"12","259","5","4","0","268",
"13","271","3","4","1","279",
"14","286","5","2","2","295",
"15","275","3","3","0","281",
"16","291","1","1","2","295",
"17","273","2","3","2","280",
"18 to 20","607","22","12","7","648",
"21 to 24","602","12","10","0","624",
"25 & over","11959","101","110","78","12248",
"Total","18103","169","200","108","18580",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
