"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","177","1","11","1","190",
"1","188","4","1","1","194",
"2","178","1","4","0","183",
"3","175","5","3","2","185",
"4","161","3","6","0","170",
"5","220","3","1","1","225",
"6","194","1","2","0","197",
"7","168","2","4","1","175",
"8","166","0","3","0","169",
"9","173","2","0","1","176",
"10","182","2","0","1","185",
"11","171","4","1","0","176",
"12","176","4","2","0","182",
"13","177","2","2","0","181",
"14","179","5","2","1","187",
"15","190","1","0","0","191",
"16","245","2","3","0","250",
"17","199","4","2","1","206",
"18 to 20","430","2","3","1","436",
"21 to 24","581","3","3","2","589",
"25 & over","8891","28","83","37","9039",
"Total","13221","79","136","50","13486",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
