"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","134","1","3","1","139",
"1","144","2","3","0","149",
"2","139","2","1","0","142",
"3","151","0","2","0","153",
"4","134","0","0","1","135",
"5","142","0","2","0","144",
"6","122","1","4","0","127",
"7","173","0","2","0","175",
"8","130","0","2","1","133",
"9","176","0","3","0","179",
"10","174","3","0","0","177",
"11","185","2","3","0","190",
"12","167","0","4","4","175",
"13","179","1","3","0","183",
"14","180","0","4","4","188",
"15","179","0","2","0","181",
"16","200","1","2","1","204",
"17","176","1","2","1","180",
"18 to 20","616","5","7","5","633",
"21 to 24","513","1","4","5","523",
"25 & over","8271","14","61","19","8365",
"Total","12285","34","114","42","12475",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
