"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","151","0","2","0","153",
"1","144","0","5","0","149",
"2","142","0","1","0","143",
"3","154","0","1","0","155",
"4","151","0","1","0","152",
"5","136","2","3","0","141",
"6","180","0","9","0","189",
"7","141","0","1","0","142",
"8","185","0","1","0","186",
"9","191","0","3","0","194",
"10","198","5","1","2","206",
"11","188","0","7","0","195",
"12","204","0","4","0","208",
"13","205","0","0","0","205",
"14","210","0","0","0","210",
"15","225","0","4","0","229",
"16","214","0","0","0","214",
"17","206","0","4","0","210",
"18 to 20","650","6","2","5","663",
"21 to 24","518","0","0","2","520",
"25 & over","8275","7","34","7","8323",
"Total","12668","20","83","16","12787",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
