"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","1103","41","48","19","1211",
"1","1075","34","35","9","1153",
"2","997","35","26","13","1071",
"3","1023","40","33","20","1116",
"4","1081","31","17","11","1140",
"5","1025","27","18","27","1097",
"6","1094","31","25","17","1167",
"7","1114","24","23","20","1181",
"8","1075","29","25","6","1135",
"9","1022","26","25","7","1080",
"10","1034","21","25","15","1095",
"11","998","24","22","15","1059",
"12","953","16","14","7","990",
"13","996","30","25","11","1062",
"14","917","17","17","7","958",
"15","935","32","22","18","1007",
"16","907","37","17","8","969",
"17","911","34","19","9","973",
"18 to 20","2645","102","54","35","2836",
"21 to 24","4403","104","114","51","4672",
"25 & over","52296","869","731","564","54460",
"Total","77604","1604","1335","889","81432",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
