"Easy Access to Juvenile Populations"
"Table:    Hot Springs County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","48","0","0","0","48",
"1","41","0","1","0","42",
"2","42","0","6","0","48",
"3","45","0","0","0","45",
"4","51","0","1","0","52",
"5","49","0","2","0","51",
"6","52","0","2","0","54",
"7","56","0","1","0","57",
"8","59","0","3","0","62",
"9","81","0","2","0","83",
"10","72","0","2","0","74",
"11","76","0","3","0","79",
"12","86","0","5","0","91",
"13","84","0","1","0","85",
"14","96","0","3","0","99",
"15","77","0","6","0","83",
"16","81","0","3","0","84",
"17","80","0","1","0","81",
"18 to 20","137","1","1","0","139",
"21 to 24","123","0","2","0","125",
"25 & over","3348","0","37","0","3385",
"Total","4784","1","82","0","4867",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
