"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","577","11","21","4","613",
"1","562","12","12","3","589",
"2","610","13","10","5","638",
"3","542","20","10","4","576",
"4","538","15","20","6","579",
"5","536","11","8","3","558",
"6","547","2","6","4","559",
"7","510","10","12","6","538",
"8","524","10","4","4","542",
"9","491","9","7","7","514",
"10","480","7","12","2","501",
"11","535","10","15","3","563",
"12","525","12","6","6","549",
"13","593","9","12","4","618",
"14","592","7","8","8","615",
"15","584","4","6","4","598",
"16","560","9","9","6","584",
"17","558","8","12","7","585",
"18 to 20","1792","29","24","22","1867",
"21 to 24","2365","37","31","38","2471",
"25 & over","23342","238","272","230","24082",
"Total","37363","483","517","376","38739",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
