"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","269","4","11","1","285",
"1","313","1","2","2","318",
"2","328","2","2","1","333",
"3","312","1","1","1","315",
"4","280","6","3","2","291",
"5","330","2","2","2","336",
"6","321","3","3","1","328",
"7","288","2","5","2","297",
"8","325","2","2","2","331",
"9","307","4","2","2","315",
"10","315","4","2","1","322",
"11","313","2","5","4","324",
"12","324","2","7","1","334",
"13","305","1","4","0","310",
"14","323","1","6","3","333",
"15","357","4","8","0","369",
"16","370","2","5","4","381",
"17","376","2","5","2","385",
"18 to 20","770","6","19","3","798",
"21 to 24","947","0","8","4","959",
"25 & over","11624","34","124","48","11830",
"Total","19097","85","226","86","19494",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
