"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2006"

"counts","White","Black","American Indian","Asian","Total",
"0","288","5","301","2","596",
"1","288","1","243","0","532",
"2","300","4","217","1","522",
"3","305","4","242","1","552",
"4","318","4","127","7","456",
"5","336","4","172","2","514",
"6","365","2","126","4","497",
"7","348","4","197","2","551",
"8","320","5","186","3","514",
"9","316","7","126","1","450",
"10","292","3","166","0","461",
"11","321","3","143","5","472",
"12","380","4","182","2","568",
"13","329","2","197","2","530",
"14","370","3","202","2","577",
"15","405","0","185","3","593",
"16","374","3","133","2","512",
"17","401","0","209","4","614",
"18 to 20","1041","5","447","7","1500",
"21 to 24","1295","8","472","7","1782",
"25 & over","20476","58","3977","104","24615",
"Total","28868","129","8250","161","37408",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
