"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","1116","66","32","18","1232",
"1","1137","77","22","25","1261",
"2","1054","64","12","21","1151",
"3","1071","67","22","28","1188",
"4","982","56","33","18","1089",
"5","1050","70","13","18","1151",
"6","1043","33","17","30","1123",
"7","1005","55","22","23","1105",
"8","1025","41","16","9","1091",
"9","1013","41","22","11","1087",
"10","1073","43","30","16","1162",
"11","1131","61","29","9","1230",
"12","1133","44","25","23","1225",
"13","1137","50","10","10","1207",
"14","1147","57","14","22","1240",
"15","1145","27","16","13","1201",
"16","1141","42","19","15","1217",
"17","1070","35","17","24","1146",
"18 to 20","3388","207","50","64","3709",
"21 to 24","4852","287","75","98","5312",
"25 & over","53024","1234","625","722","55605",
"Total","80737","2657","1121","1217","85732",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
