"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","280","0","5","0","285",
"1","253","1","7","4","265",
"2","286","0","2","0","288",
"3","289","0","2","0","291",
"4","262","0","7","2","271",
"5","287","2","9","3","301",
"6","321","0","7","4","332",
"7","361","0","2","0","363",
"8","324","0","10","0","334",
"9","330","0","4","0","334",
"10","355","0","5","1","361",
"11","363","0","2","1","366",
"12","397","5","7","0","409",
"13","400","2","4","0","406",
"14","423","0","14","9","446",
"15","491","1","17","1","510",
"16","470","0","9","5","484",
"17","470","0","3","7","480",
"18 to 20","1052","17","16","0","1085",
"21 to 24","981","0","19","9","1009",
"25 & over","17364","12","175","69","17620",
"Total","25759","40","326","115","26240",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
