"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1995"

"counts","White","Black","American Indian","Asian","Total",
"0","838","11","7","2","858",
"1","874","9","10","4","897",
"2","824","11","12","1","848",
"3","875","13","17","9","914",
"4","902","9","9","5","925",
"5","944","18","13","7","982",
"6","931","11","11","0","953",
"7","932","20","5","5","962",
"8","967","12","8","1","988",
"9","998","13","11","10","1032",
"10","1120","12","14","5","1151",
"11","1059","14","8","5","1086",
"12","1091","11","17","8","1127",
"13","1094","9","14","7","1124",
"14","1063","16","17","6","1102",
"15","1138","14","16","9","1177",
"16","1013","7","9","3","1032",
"17","1052","8","7","3","1070",
"18 to 20","2955","51","23","17","3046",
"21 to 24","3119","32","41","17","3209",
"25 & over","40471","246","329","158","41204",
"Total","64260","547","598","282","65687",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
