"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","389","9","4","14","416",
"1","386","11","3","9","409",
"2","384","12","6","14","416",
"3","356","12","6","9","383",
"4","356","12","7","12","387",
"5","336","13","8","10","367",
"6","319","9","6","13","347",
"7","316","9","3","10","338",
"8","273","6","3","8","290",
"9","279","9","7","10","305",
"10","304","6","2","10","322",
"11","258","7","6","6","277",
"12","248","7","4","5","264",
"13","272","11","2","9","294",
"14","292","5","3","14","314",
"15","286","6","4","8","304",
"16","300","4","4","6","314",
"17","289","13","3","10","315",
"18 to 20","4142","77","36","106","4361",
"21 to 24","6090","149","93","260","6592",
"25 & over","18763","242","212","663","19880",
"Total","34638","629","422","1206","36895",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
