"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1999"

"counts","White","Black","American Indian","Asian","Total",
"0","512","13","5","1","531",
"1","538","6","7","3","554",
"2","506","8","13","0","527",
"3","504","17","10","0","531",
"4","491","7","4","0","502",
"5","492","7","7","2","508",
"6","568","8","14","2","592",
"7","557","11","19","4","591",
"8","614","0","6","2","622",
"9","622","5","8","3","638",
"10","571","1","12","2","586",
"11","598","7","14","3","622",
"12","656","10","8","2","676",
"13","725","3","10","1","739",
"14","711","6","10","2","729",
"15","702","14","8","2","726",
"16","768","7","7","8","790",
"17","798","2","12","6","818",
"18 to 20","1922","18","22","35","1997",
"21 to 24","1763","16","21","25","1825",
"25 & over","22477","175","209","177","23038",
"Total","37095","341","426","280","38142",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
