"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","176","0","0","2","178",
"1","188","0","8","0","196",
"2","184","5","0","0","189",
"3","179","0","3","0","182",
"4","192","0","0","0","192",
"5","204","4","9","0","217",
"6","212","0","2","0","214",
"7","211","0","0","1","212",
"8","203","2","7","1","213",
"9","212","0","0","3","215",
"10","235","3","7","4","249",
"11","245","3","4","0","252",
"12","261","5","0","3","269",
"13","274","0","0","0","274",
"14","286","0","0","3","289",
"15","283","1","0","5","289",
"16","288","0","0","3","291",
"17","291","0","1","2","294",
"18 to 20","571","8","13","3","595",
"21 to 24","730","6","14","4","754",
"25 & over","10314","59","106","48","10527",
"Total","15739","96","174","82","16091",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
