"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","314","0","128","1","443",
"1","312","8","154","0","474",
"2","325","0","131","2","458",
"3","318","0","150","0","468",
"4","321","0","176","3","500",
"5","340","2","199","1","542",
"6","376","0","194","0","570",
"7","372","0","170","1","543",
"8","384","0","162","2","548",
"9","412","0","161","2","575",
"10","386","4","136","6","532",
"11","435","0","183","3","621",
"12","457","0","182","0","639",
"13","494","3","185","0","682",
"14","541","0","183","0","724",
"15","498","0","153","1","652",
"16","502","3","159","1","665",
"17","505","0","160","0","665",
"18 to 20","1083","4","383","4","1474",
"21 to 24","1000","5","368","11","1384",
"25 & over","19153","19","3304","63","22539",
"Total","28528","48","7021","101","35698",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
