"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","290","5","8","7","310",
"1","296","4","8","2","310",
"2","326","6","9","10","351",
"3","354","9","5","4","372",
"4","329","4","8","1","342",
"5","376","6","10","4","396",
"6","370","6","8","2","386",
"7","354","2","6","2","364",
"8","323","3","4","3","333",
"9","337","3","8","1","349",
"10","352","11","5","2","370",
"11","312","7","6","1","326",
"12","309","6","9","3","327",
"13","370","6","11","1","388",
"14","349","3","4","3","359",
"15","343","6","10","1","360",
"16","370","7","10","3","390",
"17","311","6","12","2","331",
"18 to 20","1065","38","36","17","1156",
"21 to 24","1264","28","37","11","1340",
"25 & over","20220","266","243","188","20917",
"Total","28620","432","457","268","29777",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
