"County","Year","Age Range","White","Black","American Indian","Asian","Total"
"Converse",2007,"21 to 24","557","2","4","1","564"
"Converse",2007,"25 & over","8589","22","78","30","8719"
"Converse",2007,"Total","12822","73","134","42","13071"
"Hot Springs",1996,"0","46","0","0","0","46"
"Hot Springs",1996,"1","45","0","2","0","47"
"Hot Springs",1996,"2","40","0","5","0","45"
"Hot Springs",1996,"3","42","0","0","0","42"
"Hot Springs",1996,"4","48","0","1","0","49"
"Hot Springs",1996,"5","44","0","1","0","45"
"Hot Springs",1996,"6","51","0","3","0","54"
"Hot Springs",1996,"7","56","0","1","0","57"
"Hot Springs",1996,"8","54","0","3","0","57"
"Hot Springs",1996,"9","72","0","1","0","73"
"Hot Springs",1996,"10","66","0","1","0","67"
"Hot Springs",1996,"11","73","0","2","0","75"
"Hot Springs",1996,"12","79","0","3","0","82"
"Hot Springs",1996,"13","81","0","1","0","82"
"Hot Springs",1996,"14","94","0","3","0","97"
"Hot Springs",1996,"15","77","0","5","0","82"
"Hot Springs",1996,"16","87","0","3","0","90"
"Hot Springs",1996,"17","80","0","2","0","82"
"Hot Springs",1996,"18 to 20","142","1","2","0","145"
"Hot Springs",1996,"21 to 24","123","0","2","0","125"
"Hot Springs",1996,"25 & over","3418","0","37","0","3455"
"Hot Springs",1996,"Total","4818","1","78","0","4897"
"Washakie",2016,"0","90","2","2","1","95"
"Washakie",2016,"1","94","1","2","0","97"
"Washakie",2016,"2","85","4","3","0","92"
"Washakie",2016,"3","83","2","10","0","95"
"Washakie",2016,"4","87","3","4","1","95"
"Washakie",2016,"5","101","6","0","0","107"
"Washakie",2016,"6","99","3","0","0","102"
"Washakie",2016,"7","92","3","1","1","97"
"Washakie",2016,"8","96","2","2","4","104"
"Washakie",2016,"9","105","2","2","3","112"
"Washakie",2016,"10","125","1","3","1","130"
"Washakie",2016,"11","102","0","2","1","105"
"Washakie",2016,"12","115","1","1","2","119"
"Washakie",2016,"13","116","2","2","2","122"
"Washakie",2016,"14","115","0","3","0","118"
"Washakie",2016,"15","115","0","3","0","118"
"Washakie",2016,"16","127","1","1","2","131"
"Washakie",2016,"17","122","2","3","2","129"
"Washakie",2016,"18 to 20","228","3","9","4","244"
"Washakie",2016,"21 to 24","279","7","8","7","301"
"Washakie",2016,"25 & over","5536","51","85","50","5722"
"Washakie",2016,"Total","7912","96","146","81","8235"
"Sheridan",2011,"0","325","5","7","9","346"
"Sheridan",2011,"1","348","4","6","1","359"
"Sheridan",2011,"2","313","2","9","1","325"
"Sheridan",2011,"3","374","3","9","3","389"
"Sheridan",2011,"4","372","6","6","2","386"
"Sheridan",2011,"5","361","4","7","1","373"
"Sheridan",2011,"6","343","5","2","2","352"
"Sheridan",2011,"7","339","3","7","1","350"
"Sheridan",2011,"8","374","4","7","2","387"
"Sheridan",2011,"9","329","1","9","1","340"
"Sheridan",2011,"10","328","4","7","3","342"
"Sheridan",2011,"11","362","3","13","2","380"
"Sheridan",2011,"12","341","4","5","3","353"
"Sheridan",2011,"13","335","3","10","1","349"
"Sheridan",2011,"14","349","6","7","1","363"
"Sheridan",2011,"15","307","5","8","3","323"
"Sheridan",2011,"16","334","7","10","5","356"
"Sheridan",2011,"17","364","3","12","3","382"
"Sheridan",2011,"18 to 20","1045","24","31","15","1115"
"Sheridan",2011,"21 to 24","1176","18","19","15","1228"
"Sheridan",2011,"25 & over","20007","93","228","159","20487"
"Sheridan",2011,"Total","28426","207","419","233","29285"
"Platte",2002,"0","91","0","1","0","92"
"Platte",2002,"1","91","0","1","0","92"
"Platte",2002,"2","111","0","0","1","112"
"Platte",2002,"3","93","1","1","1","96"
"Platte",2002,"4","89","1","0","0","90"
"Platte",2002,"5","100","2","0","1","103"
"Platte",2002,"6","97","0","1","0","98"
"Platte",2002,"7","110","1","0","1","112"
"Platte",2002,"8","106","0","0","0","106"
"Platte",2002,"9","107","2","0","0","109"
"Platte",2002,"10","135","0","2","1","138"
"Platte",2002,"11","123","2","1","1","127"
"Platte",2002,"12","167","1","2","0","170"
"Platte",2002,"13","139","0","0","0","139"
"Platte",2002,"14","135","0","1","2","138"
"Platte",2002,"15","149","2","1","0","152"
"Platte",2002,"16","151","0","1","0","152"
"Platte",2002,"17","150","0","3","0","153"
"Platte",2002,"18 to 20","304","2","4","2","312"
"Platte",2002,"21 to 24","260","0","4","1","265"
"Platte",2002,"25 & over","5961","5","32","12","6010"
"Platte",2002,"Total","8669","19","55","23","8766"
"Laramie",1995,"0","1052","50","10","15","1127"
"Laramie",1995,"1","1039","41","6","20","1106"
"Laramie",1995,"2","1017","46","13","23","1099"
"Laramie",1995,"3","1035","51","9","20","1115"
"Laramie",1995,"4","1002","34","29","14","1079"
"Laramie",1995,"5","1096","65","11","14","1186"
"Laramie",1995,"6","1046","49","17","14","1126"
"Laramie",1995,"7","1080","51","9","19","1159"
"Laramie",1995,"8","1071","56","9","12","1148"
"Laramie",1995,"9","1130","59","14","13","1216"
"Laramie",1995,"10","1173","39","21","26","1259"
"Laramie",1995,"11","1161","61","12","14","1248"
"Laramie",1995,"12","1201","39","18","12","1270"
"Laramie",1995,"13","1230","30","12","16","1288"
"Laramie",1995,"14","1197","40","25","15","1277"
"Laramie",1995,"15","1240","67","7","18","1332"
"Laramie",1995,"16","1152","30","10","11","1203"
"Laramie",1995,"17","1121","29","9","16","1175"
"Laramie",1995,"18 to 20","3106","154","40","48","3348"
"Laramie",1995,"21 to 24","4316","202","60","95","4673"
"Laramie",1995,"25 & over","47953","1233","368","525","50079"
"Laramie",1995,"Total","75418","2426","709","960","79513"
"Sweetwater",2002,"0","540","10","20","2","572"
"Sweetwater",2002,"1","512","15","13","2","542"
"Sweetwater",2002,"2","504","9","10","1","524"
"Sweetwater",2002,"3","510","9","11","5","535"
"Sweetwater",2002,"4","491","9","11","1","512"
"Sweetwater",2002,"5","489","9","12","3","513"
"Sweetwater",2002,"6","459","4","9","2","474"
"Sweetwater",2002,"7","452","6","10","4","472"
"Sweetwater",2002,"8","524","8","6","2","540"
"Sweetwater",2002,"9","510","11","9","5","535"
"Sweetwater",2002,"10","582","8","9","1","600"
"Sweetwater",2002,"11","595","6","14","2","617"
"Sweetwater",2002,"12","552","6","8","1","567"
"Sweetwater",2002,"13","574","8","10","2","594"
"Sweetwater",2002,"14","602","10","8","3","623"
"Sweetwater",2002,"15","661","10","6","2","679"
"Sweetwater",2002,"16","666","8","7","5","686"
"Sweetwater",2002,"17","651","7","8","5","671"
"Sweetwater",2002,"18 to 20","1890","19","22","26","1957"
"Sweetwater",2002,"21 to 24","2013","24","34","35","2106"
"Sweetwater",2002,"25 & over","22439","200","260","210","23109"
"Sweetwater",2002,"Total","36216","396","497","319","37428"
"Washakie",2008,"0","108","2","0","0","110"
"Washakie",2008,"1","98","3","2","2","105"
"Washakie",2008,"2","109","0","0","1","110"
"Washakie",2008,"3","118","0","3","1","122"
"Washakie",2008,"4","103","0","5","0","108"
"Washakie",2008,"5","117","0","1","1","119"
"Washakie",2008,"6","107","0","2","1","110"
"Washakie",2008,"7","110","0","3","1","114"
"Washakie",2008,"8","111","0","0","0","111"
"Washakie",2008,"9","90","2","1","0","93"
"Washakie",2008,"10","121","2","1","1","125"
"Washakie",2008,"11","95","1","3","1","100"
"Washakie",2008,"12","90","0","6","0","96"
"Washakie",2008,"13","110","0","1","2","113"
"Washakie",2008,"14","96","0","5","0","101"
"Washakie",2008,"15","111","2","3","3","119"
"Washakie",2008,"16","147","2","1","1","151"
"Washakie",2008,"17","118","3","5","2","128"
"Washakie",2008,"18 to 20","248","2","6","3","259"
"Washakie",2008,"21 to 24","283","6","1","9","299"
"Washakie",2008,"25 & over","5492","28","76","40","5636"
"Washakie",2008,"Total","7982","53","125","69","8229"
"Laramie",1993,"0","1084","47","16","19","1166"
"Laramie",1993,"1","1058","40","10","21","1129"
"Laramie",1993,"2","1055","34","15","16","1120"
"Laramie",1993,"3","1106","65","9","16","1196"
"Laramie",1993,"4","1031","60","19","16","1126"
"Laramie",1993,"5","1060","62","12","14","1148"
"Laramie",1993,"6","1065","57","15","12","1149"
"Laramie",1993,"7","1119","43","9","18","1189"
"Laramie",1993,"8","1113","40","12","16","1181"
"Laramie",1993,"9","1143","70","13","13","1239"
"Laramie",1993,"10","1198","43","15","25","1281"
"Laramie",1993,"11","1192","44","15","17","1268"
"Laramie",1993,"12","1174","44","19","10","1247"
"Laramie",1993,"13","1205","47","12","16","1280"
"Laramie",1993,"14","1111","34","22","15","1182"
"Laramie",1993,"15","1141","41","6","13","1201"
"Laramie",1993,"16","1096","34","8","11","1149"
"Laramie",1993,"17","1057","33","8","25","1123"
"Laramie",1993,"18 to 20","3064","142","44","42","3292"
"Laramie",1993,"21 to 24","4207","216","46","90","4559"
"Laramie",1993,"25 & over","46239","1157","359","515","48270"
"Laramie",1993,"Total","73518","2353","684","940","77495"
"Platte",2001,"0","89","0","1","0","90"
"Platte",2001,"1","106","0","1","0","107"
"Platte",2001,"2","93","0","0","2","95"
"Platte",2001,"3","82","1","2","1","86"
"Platte",2001,"4","95","0","0","0","95"
"Platte",2001,"5","83","2","0","1","86"
"Platte",2001,"6","108","0","1","0","109"
"Platte",2001,"7","99","1","0","1","101"
"Platte",2001,"8","115","0","0","0","115"
"Platte",2001,"9","130","2","0","1","133"
"Platte",2001,"10","122","0","2","1","125"
"Platte",2001,"11","160","2","1","1","164"
"Platte",2001,"12","131","1","2","0","134"
"Platte",2001,"13","147","0","0","0","147"
"Platte",2001,"14","140","0","1","1","142"
"Platte",2001,"15","145","2","1","0","148"
"Platte",2001,"16","158","0","1","1","160"
"Platte",2001,"17","140","0","3","0","143"
"Platte",2001,"18 to 20","293","3","4","2","302"
"Platte",2001,"21 to 24","251","0","4","0","255"
"Platte",2001,"25 & over","5983","4","31","10","6028"
"Platte",2001,"Total","8670","18","55","22","8765"
"Sublette",1991,"0","65","0","0","0","65"
"Sublette",1991,"1","75","0","3","3","81"
"Sublette",1991,"2","73","0","0","0","73"
"Sublette",1991,"3","70","0","0","0","70"
"Sublette",1991,"4","75","0","0","0","75"
"Sublette",1991,"5","66","0","3","0","69"
"Sublette",1991,"6","68","0","0","0","68"
"Sublette",1991,"7","82","0","0","0","82"
"Sublette",1991,"8","75","0","3","0","78"
"Sublette",1991,"9","79","0","0","0","79"
"Sublette",1991,"10","76","0","7","0","83"
"Sublette",1991,"11","99","0","0","0","99"
"Sublette",1991,"12","79","0","0","0","79"
"Sublette",1991,"13","83","0","0","0","83"
"Sublette",1991,"14","73","0","0","0","73"
"Sublette",1991,"15","80","0","0","0","80"
"Sublette",1991,"16","77","0","0","0","77"
"Sublette",1991,"17","71","0","0","0","71"
"Sublette",1991,"18 to 20","142","0","0","0","142"
"Sublette",1991,"21 to 24","158","0","5","0","163"
"Sublette",1991,"25 & over","3243","2","27","2","3274"
"Sublette",1991,"Total","4909","2","48","5","4964"
"Teton",1990,"0","188","0","2","1","191"
"Teton",1990,"1","188","2","0","2","192"
"Teton",1990,"2","165","0","4","0","169"
"Teton",1990,"3","176","0","0","1","177"
"Teton",1990,"4","178","0","3","0","181"
"Teton",1990,"5","161","0","2","0","163"
"Teton",1990,"6","150","0","0","0","150"
"Teton",1990,"7","159","2","3","0","164"
"Teton",1990,"8","160","0","0","3","163"
"Teton",1990,"9","158","1","0","0","159"
"Teton",1990,"10","159","1","4","0","164"
"Teton",1990,"11","130","0","0","0","130"
"Teton",1990,"12","130","0","0","0","130"
"Teton",1990,"13","151","0","0","0","151"
"Teton",1990,"14","132","0","6","2","140"
"Teton",1990,"15","115","1","2","2","120"
"Teton",1990,"16","115","0","3","0","118"
"Teton",1990,"17","117","0","0","0","117"
"Teton",1990,"18 to 20","310","1","8","0","319"
"Teton",1990,"21 to 24","568","2","7","5","582"
"Teton",1990,"25 & over","7559","5","54","30","7648"
"Teton",1990,"Total","11169","15","98","46","11328"
"Sweetwater",2009,"0","728","20","21","8","777"
"Sweetwater",2009,"1","699","11","26","7","743"
"Sweetwater",2009,"2","717","18","18","5","758"
"Sweetwater",2009,"3","732","21","7","3","763"
"Sweetwater",2009,"4","659","16","14","11","700"
"Sweetwater",2009,"5","628","12","12","4","656"
"Sweetwater",2009,"6","742","10","6","6","764"
"Sweetwater",2009,"7","635","16","17","10","678"
"Sweetwater",2009,"8","615","14","4","7","640"
"Sweetwater",2009,"9","629","13","5","4","651"
"Sweetwater",2009,"10","627","12","14","7","660"
"Sweetwater",2009,"11","640","15","12","3","670"
"Sweetwater",2009,"12","599","14","7","7","627"
"Sweetwater",2009,"13","548","10","8","3","569"
"Sweetwater",2009,"14","558","15","9","9","591"
"Sweetwater",2009,"15","555","10","8","4","577"
"Sweetwater",2009,"16","554","10","11","9","584"
"Sweetwater",2009,"17","575","9","12","8","604"
"Sweetwater",2009,"18 to 20","1784","39","40","21","1884"
"Sweetwater",2009,"21 to 24","2565","55","38","39","2697"
"Sweetwater",2009,"25 & over","26608","344","313","275","27540"
"Sweetwater",2009,"Total","42397","684","602","450","44133"
"Park",2009,"0","307","4","4","3","318"
"Park",2009,"1","314","3","3","0","320"
"Park",2009,"2","331","1","1","3","336"
"Park",2009,"3","323","2","2","1","328"
"Park",2009,"4","300","0","5","1","306"
"Park",2009,"5","298","1","3","2","304"
"Park",2009,"6","355","6","2","1","364"
"Park",2009,"7","289","2","4","2","297"
"Park",2009,"8","284","2","4","1","291"
"Park",2009,"9","305","3","2","2","312"
"Park",2009,"10","296","2","6","1","305"
"Park",2009,"11","333","2","5","2","342"
"Park",2009,"12","305","5","11","7","328"
"Park",2009,"13","347","6","5","4","362"
"Park",2009,"14","299","2","2","4","307"
"Park",2009,"15","347","1","3","2","353"
"Park",2009,"16","334","1","5","0","340"
"Park",2009,"17","380","5","2","0","387"
"Park",2009,"18 to 20","1263","18","22","29","1332"
"Park",2009,"21 to 24","1204","9","8","22","1243"
"Park",2009,"25 & over","19268","34","123","108","19533"
"Park",2009,"Total","27482","109","222","195","28008"
"Sheridan",2005,"0","309","4","7","1","321"
"Sheridan",2005,"1","282","1","10","1","294"
"Sheridan",2005,"2","345","2","10","2","359"
"Sheridan",2005,"3","268","2","6","3","279"
"Sheridan",2005,"4","288","1","5","1","295"
"Sheridan",2005,"5","322","2","6","2","332"
"Sheridan",2005,"6","255","3","5","0","263"
"Sheridan",2005,"7","290","3","5","1","299"
"Sheridan",2005,"8","286","0","4","3","293"
"Sheridan",2005,"9","252","3","7","1","263"
"Sheridan",2005,"10","301","4","7","2","314"
"Sheridan",2005,"11","322","2","6","1","331"
"Sheridan",2005,"12","368","3","8","1","380"
"Sheridan",2005,"13","319","5","9","2","335"
"Sheridan",2005,"14","328","0","12","7","347"
"Sheridan",2005,"15","400","4","10","2","416"
"Sheridan",2005,"16","393","3","14","4","414"
"Sheridan",2005,"17","402","3","11","1","417"
"Sheridan",2005,"18 to 20","1052","13","25","10","1100"
"Sheridan",2005,"21 to 24","1205","12","23","14","1254"
"Sheridan",2005,"25 & over","18394","53","206","116","18769"
"Sheridan",2005,"Total","26381","123","396","175","27075"
"Sheridan",1997,"0","283","0","1","0","284"
"Sheridan",1997,"1","254","1","7","3","265"
"Sheridan",1997,"2","278","0","0","0","278"
"Sheridan",1997,"3","292","0","2","0","294"
"Sheridan",1997,"4","262","0","7","2","271"
"Sheridan",1997,"5","292","1","8","2","303"
"Sheridan",1997,"6","327","0","7","4","338"
"Sheridan",1997,"7","365","0","2","0","367"
"Sheridan",1997,"8","315","0","10","0","325"
"Sheridan",1997,"9","330","0","4","0","334"
"Sheridan",1997,"10","365","0","5","1","371"
"Sheridan",1997,"11","377","0","2","1","380"
"Sheridan",1997,"12","415","3","6","0","424"
"Sheridan",1997,"13","396","2","3","0","401"
"Sheridan",1997,"14","441","0","16","8","465"
"Sheridan",1997,"15","486","1","16","1","504"
"Sheridan",1997,"16","459","0","7","3","469"
"Sheridan",1997,"17","481","0","4","10","495"
"Sheridan",1997,"18 to 20","1040","13","14","0","1067"
"Sheridan",1997,"21 to 24","938","0","17","11","966"
"Sheridan",1997,"25 & over","17266","10","162","56","17494"
"Sheridan",1997,"Total","25662","31","300","102","26095"
"Niobrara",1991,"0","29","0","0","0","29"
"Niobrara",1991,"1","25","0","0","0","25"
"Niobrara",1991,"2","29","0","0","0","29"
"Niobrara",1991,"3","29","0","0","0","29"
"Niobrara",1991,"4","23","0","0","0","23"
"Niobrara",1991,"5","32","0","0","0","32"
"Niobrara",1991,"6","30","0","0","0","30"
"Niobrara",1991,"7","40","0","0","0","40"
"Niobrara",1991,"8","36","0","0","0","36"
"Niobrara",1991,"9","35","0","0","0","35"
"Niobrara",1991,"10","33","0","0","0","33"
"Niobrara",1991,"11","40","0","0","0","40"
"Niobrara",1991,"12","32","0","0","0","32"
"Niobrara",1991,"13","38","0","0","0","38"
"Niobrara",1991,"14","38","0","0","0","38"
"Niobrara",1991,"15","38","0","0","0","38"
"Niobrara",1991,"16","37","0","0","0","37"
"Niobrara",1991,"17","33","0","0","0","33"
"Niobrara",1991,"18 to 20","63","2","0","0","65"
"Niobrara",1991,"21 to 24","57","0","0","0","57"
"Niobrara",1991,"25 & over","1672","2","3","0","1677"
"Niobrara",1991,"Total","2389","4","3","0","2396"
"Platte",2000,"0","98","0","1","0","99"
"Platte",2000,"1","92","0","1","0","93"
"Platte",2000,"2","78","0","0","1","79"
"Platte",2000,"3","88","1","1","1","91"
"Platte",2000,"4","85","0","1","0","86"
"Platte",2000,"5","116","2","0","1","119"
"Platte",2000,"6","95","0","2","0","97"
"Platte",2000,"7","124","1","0","1","126"
"Platte",2000,"8","124","0","0","0","124"
"Platte",2000,"9","112","2","0","1","115"
"Platte",2000,"10","151","0","2","1","154"
"Platte",2000,"11","125","2","1","1","129"
"Platte",2000,"12","141","1","2","0","144"
"Platte",2000,"13","143","0","0","0","143"
"Platte",2000,"14","129","0","1","1","131"
"Platte",2000,"15","156","3","1","0","160"
"Platte",2000,"16","156","1","1","1","159"
"Platte",2000,"17","155","0","3","0","158"
"Platte",2000,"18 to 20","289","3","4","2","298"
"Platte",2000,"21 to 24","271","0","4","0","275"
"Platte",2000,"25 & over","5913","3","33","10","5959"
"Platte",2000,"Total","8641","19","58","21","8739"
"Teton",2006,"0","293","3","3","1","300"
"Teton",2006,"1","254","3","3","1","261"
"Teton",2006,"2","198","2","2","3","205"
"Teton",2006,"3","200","1","0","2","203"
"Teton",2006,"4","150","3","2","2","157"
"Teton",2006,"5","178","1","2","3","184"
"Teton",2006,"6","172","3","0","3","178"
"Teton",2006,"7","177","2","2","5","186"
"Teton",2006,"8","168","2","3","3","176"
"Teton",2006,"9","183","0","1","1","185"
"Teton",2006,"10","192","2","3","4","201"
"Teton",2006,"11","192","1","1","1","195"
"Teton",2006,"12","218","2","1","3","224"
"Teton",2006,"13","189","1","1","2","193"
"Teton",2006,"14","230","0","1","4","235"
"Teton",2006,"15","238","1","1","6","246"
"Teton",2006,"16","246","0","2","2","250"
"Teton",2006,"17","242","1","4","4","251"
"Teton",2006,"18 to 20","507","4","5","6","522"
"Teton",2006,"21 to 24","1175","4","15","16","1210"
"Teton",2006,"25 & over","14141","39","113","159","14452"
