"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2013"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","21522","935","864","393","23714",
"Albany County","3773","88","19","149","4029",
"Big Horn County","408","14","6","3","431",
"Campbell County","1555","59","53","11","1678",
"Carbon County","467","13","14","4","498",
"Converse County","455","12","7","1","475",
"Crook County","206","6","4","0","216",
"Fremont County","986","28","451","11","1476",
"Goshen County","574","19","12","4","609",
"Hot Springs County","116","8","3","2","129",
"Johnson County","257","10","6","1","274",
"Laramie County","3235","271","66","71","3643",
"Lincoln County","564","12","14","3","593",
"Natrona County","2750","144","53","30","2977",
"Niobrara County","66","3","0","1","70",
"Park County","1134","56","27","26","1243",
"Platte County","274","7","6","6","293",
"Sheridan County","1068","38","36","16","1158",
"Sublette County","290","9","9","3","311",
"Sweetwater County","1631","62","40","30","1763",
"Teton County","519","46","4","8","577",
"Uinta County","730","23","16","4","773",
"Washakie County","244","6","10","6","266",
"Weston County","220","1","8","3","232",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
