"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2011"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","21986","597","909","312","23804",
"Albany County","4129","77","34","107","4347",
"Big Horn County","391","6","10","3","410",
"Campbell County","1625","36","55","9","1725",
"Carbon County","453","10","11","3","477",
"Converse County","466","4","4","2","476",
"Crook County","220","2","1","0","223",
"Fremont County","1043","5","499","4","1551",
"Goshen County","645","18","11","5","679",
"Hot Springs County","122","3","2","2","129",
"Johnson County","221","4","4","1","230",
"Laramie County","3263","226","61","67","3617",
"Lincoln County","559","6","12","1","578",
"Natrona County","2829","67","59","31","2986",
"Niobrara County","66","1","0","1","68",
"Park County","1154","39","22","24","1239",
"Platte County","243","3","5","5","256",
"Sheridan County","1044","22","31","14","1111",
"Sublette County","278","3","10","1","292",
"Sweetwater County","1647","37","37","23","1744",
"Teton County","439","11","10","2","462",
"Uinta County","718","13","16","3","750",
"Washakie County","233","2","11","3","249",
"Weston County","198","2","4","1","205",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
