"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 1995"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","21720","321","538","159","22738",
"Albany County","4042","67","28","45","4182",
"Big Horn County","386","0","6","0","392",
"Campbell County","1203","1","15","0","1219",
"Carbon County","562","5","13","3","583",
"Converse County","383","0","7","0","390",
"Crook County","193","0","2","0","195",
"Fremont County","1007","2","334","2","1345",
"Goshen County","608","7","2","3","620",
"Hot Springs County","136","1","3","0","140",
"Johnson County","205","0","0","0","205",
"Laramie County","3106","154","40","48","3348",
"Lincoln County","500","1","6","0","507",
"Natrona County","2955","51","23","17","3046",
"Niobrara County","73","1","0","0","74",
"Park County","1408","0","11","16","1435",
"Platte County","263","0","0","2","265",
"Sheridan County","993","11","11","0","1015",
"Sublette County","159","0","0","0","159",
"Sweetwater County","1838","18","14","17","1887",
"Teton County","407","1","5","0","413",
"Uinta County","789","0","4","6","799",
"Washakie County","271","1","1","0","273",
"Weston County","233","0","13","0","246",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
