"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2002"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","23476","405","697","265","24843",
"Albany County","4346","60","40","76","4522",
"Big Horn County","458","2","5","1","466",
"Campbell County","1574","10","26","8","1618",
"Carbon County","598","7","8","5","618",
"Converse County","468","1","6","3","478",
"Crook County","249","1","2","0","252",
"Fremont County","1146","6","400","8","1560",
"Goshen County","616","5","7","5","633",
"Hot Springs County","171","0","4","1","176",
"Johnson County","260","0","2","3","265",
"Laramie County","3226","213","46","70","3555",
"Lincoln County","619","2","4","3","628",
"Natrona County","2868","57","46","26","2997",
"Niobrara County","73","1","0","0","74",
"Park County","1251","2","13","14","1280",
"Platte County","304","2","4","2","312",
"Sheridan County","1087","10","24","5","1126",
"Sublette County","209","1","1","1","212",
"Sweetwater County","1890","19","22","26","1957",
"Teton County","532","2","3","5","542",
"Uinta County","945","2","18","2","967",
"Washakie County","299","2","4","1","306",
"Weston County","287","0","12","0","299",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
