"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 1993"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","20581","312","551","157","21601",
"Albany County","3954","59","24","54","4091",
"Big Horn County","346","0","6","0","352",
"Campbell County","1105","1","12","0","1118",
"Carbon County","557","5","11","4","577",
"Converse County","367","0","6","0","373",
"Crook County","172","0","2","0","174",
"Fremont County","935","3","348","2","1288",
"Goshen County","569","5","2","3","579",
"Hot Springs County","131","1","2","0","134",
"Johnson County","198","0","0","0","198",
"Laramie County","3064","142","44","42","3292",
"Lincoln County","448","1","5","0","454",
"Natrona County","2762","57","27","15","2861",
"Niobrara County","70","2","0","0","72",
"Park County","1258","0","14","15","1287",
"Platte County","246","0","0","2","248",
"Sheridan County","950","14","11","0","975",
"Sublette County","149","0","0","0","149",
"Sweetwater County","1724","20","15","13","1772",
"Teton County","373","1","6","0","380",
"Uinta County","726","0","2","7","735",
"Washakie County","267","1","1","0","269",
"Weston County","210","0","13","0","223",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
