"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2006"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","22381","438","782","296","23897",
"Albany County","4404","76","40","87","4607",
"Big Horn County","351","6","4","1","362",
"Campbell County","1566","21","34","17","1638",
"Carbon County","493","6","5","5","509",
"Converse County","470","2","3","0","475",
"Crook County","224","0","1","0","225",
"Fremont County","1041","5","447","7","1500",
"Goshen County","603","11","8","3","625",
"Hot Springs County","154","0","4","1","159",
"Johnson County","215","0","3","2","220",
"Laramie County","3275","186","59","68","3588",
"Lincoln County","510","2","3","1","516",
"Natrona County","2806","48","57","29","2940",
"Niobrara County","50","0","0","0","50",
"Park County","1208","12","16","20","1256",
"Platte County","255","1","1","2","259",
"Sheridan County","1025","13","24","14","1076",
"Sublette County","221","2","7","3","233",
"Sweetwater County","1751","33","29","23","1836",
"Teton County","507","4","5","6","522",
"Uinta County","772","7","19","3","801",
"Washakie County","240","1","5","3","249",
"Weston County","240","2","8","1","251",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
