"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2015"    
"Age = 18 to 20"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","20352","582","798","441","22173",
"Albany County","3756","65","25","195","4041",
"Big Horn County","397","5","4","4","410",
"Campbell County","1496","29","42","7","1574",
"Carbon County","419","5","10","5","439",
"Converse County","401","10","7","1","419",
"Crook County","213","1","3","0","217",
"Fremont County","907","11","437","11","1366",
"Goshen County","549","17","9","4","579",
"Hot Springs County","117","3","2","3","125",
"Johnson County","244","6","3","3","256",
"Laramie County","3070","221","41","61","3393",
"Lincoln County","533","4","12","5","554",
"Natrona County","2607","85","57","31","2780",
"Niobrara County","67","3","0","1","71",
"Park County","1020","18","29","34","1101",
"Platte County","236","4","2","4","246",
"Sheridan County","1023","24","32","15","1094",
"Sublette County","244","4","10","1","259",
"Sweetwater County","1548","36","38","31","1653",
"Teton County","435","10","9","11","465",
"Uinta County","641","10","9","6","666",
"Washakie County","229","7","10","6","252",
"Weston County","200","4","7","2","213",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
