"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","71","0","0","0","71",
"1","73","0","3","2","78",
"2","73","0","0","0","73",
"3","72","0","0","0","72",
"4","79","0","0","0","79",
"5","69","0","4","0","73",
"6","64","0","0","0","64",
"7","86","0","0","0","86",
"8","73","0","3","0","76",
"9","80","0","0","0","80",
"10","78","0","9","0","87",
"11","92","0","0","0","92",
"12","72","0","0","0","72",
"13","81","0","0","0","81",
"14","67","0","0","0","67",
"15","80","0","0","0","80",
"16","75","0","0","0","75",
"17","69","0","0","0","69",
"18 to 20","143","0","0","0","143",
"21 to 24","157","0","5","0","162",
"25 & over","3173","2","26","2","3203",
"Total","4827","2","50","4","4883",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
