"Easy Access to Juvenile Populations"
"Table:    Teton County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2000"

"counts","White","Black","American Indian","Asian","Total",
"0","204","2","3","2","211",
"1","176","1","0","1","178",
"2","188","2","1","2","193",
"3","190","2","0","2","194",
"4","170","0","2","1","173",
"5","197","2","1","3","203",
"6","174","2","0","1","177",
"7","183","3","1","0","187",
"8","196","1","1","1","199",
"9","201","1","0","1","203",
"10","222","0","0","0","222",
"11","226","1","0","2","229",
"12","206","1","0","1","208",
"13","209","0","0","1","210",
"14","213","0","2","1","216",
"15","212","0","1","0","213",
"16","235","0","2","1","238",
"17","200","1","0","3","204",
"18 to 20","539","1","3","4","547",
"21 to 24","1237","6","7","13","1263",
"25 & over","12715","25","81","92","12913",
"Total","18093","51","105","132","18381",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
