"Easy Access to Juvenile Populations"
"Table:    Platte County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","101","0","0","0","101",
"1","100","0","1","0","101",
"2","86","0","0","0","86",
"3","92","0","0","0","92",
"4","96","0","1","0","97",
"5","124","1","1","1","127",
"6","103","0","0","0","103",
"7","125","0","0","0","125",
"8","134","0","0","0","134",
"9","119","0","0","0","119",
"10","145","2","0","0","147",
"11","138","0","1","0","139",
"12","153","0","0","0","153",
"13","157","0","0","0","157",
"14","141","0","0","0","141",
"15","170","0","0","0","170",
"16","167","0","0","0","167",
"17","162","0","0","0","162",
"18 to 20","287","0","0","1","288",
"21 to 24","300","0","0","0","300",
"25 & over","5917","0","12","1","5930",
"Total","8817","3","16","3","8839",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
