"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","157","0","0","0","157",
"1","140","1","4","0","145",
"2","144","3","0","0","147",
"3","167","0","0","0","167",
"4","173","0","4","0","177",
"5","184","2","3","1","190",
"6","160","0","0","0","160",
"7","195","3","3","0","201",
"8","192","0","0","0","192",
"9","203","0","4","1","208",
"10","192","0","0","2","194",
"11","201","0","3","0","204",
"12","223","0","4","0","227",
"13","238","0","0","0","238",
"14","252","5","6","1","264",
"15","241","1","0","3","245",
"16","229","0","4","0","233",
"17","269","0","3","0","272",
"18 to 20","400","0","6","0","406",
"21 to 24","431","0","3","0","434",
"25 & over","7481","3","56","10","7550",
"Total","11872","18","103","18","12011",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
