"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","868","10","11","3","892",
"1","880","10","9","7","906",
"2","848","8","13","1","870",
"3","919","15","12","7","953",
"4","930","15","7","4","956",
"5","921","13","9","3","946",
"6","950","14","8","1","973",
"7","1003","11","5","9","1028",
"8","1031","10","12","4","1057",
"9","1030","13","12","11","1066",
"10","1141","16","16","7","1180",
"11","1110","9","10","4","1133",
"12","1066","11","13","8","1098",
"13","1073","11","13","9","1106",
"14","1003","9","10","5","1027",
"15","1028","6","9","6","1049",
"16","956","9","4","4","973",
"17","963","11","6","5","985",
"18 to 20","2762","57","27","15","2861",
"21 to 24","2906","25","31","12","2974",
"25 & over","39243","235","308","162","39948",
"Total","62631","518","545","287","63981",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
