"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","186","1","2","0","189",
"1","197","5","4","4","210",
"2","191","3","4","1","199",
"3","216","2","2","0","220",
"4","206","3","2","3","214",
"5","215","1","3","3","222",
"6","189","5","2","2","198",
"7","181","4","6","3","194",
"8","200","4","0","2","206",
"9","198","4","3","1","206",
"10","179","2","4","2","187",
"11","191","4","7","2","204",
"12","191","5","4","1","201",
"13","200","1","5","2","208",
"14","187","2","3","1","193",
"15","186","1","3","2","192",
"16","172","1","4","2","179",
"17","174","2","5","2","183",
"18 to 20","460","18","13","5","496",
"21 to 24","729","18","20","18","785",
"25 & over","10338","175","181","101","10795",
"Total","14986","261","277","157","15681",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
