"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","710","4","66","4","784",
"1","686","8","23","3","720",
"2","724","8","12","2","746",
"3","637","5","15","15","672",
"4","629","3","10","3","645",
"5","654","2","11","1","668",
"6","672","8","22","10","712",
"7","587","5","21","8","621",
"8","601","8","8","1","618",
"9","638","7","9","8","662",
"10","622","5","14","5","646",
"11","594","4","14","8","620",
"12","675","8","10","3","696",
"13","570","8","9","2","589",
"14","617","7","12","8","644",
"15","640","3","13","1","657",
"16","625","4","11","2","642",
"17","627","6","15","4","652",
"18 to 20","1626","26","42","17","1711",
"21 to 24","2588","13","52","23","2676",
"25 & over","25838","99","346","182","26465",
"Total","41560","241","735","310","42846",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
