"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","1172","79","39","15","1305",
"1","1242","64","33","16","1355",
"2","1199","99","31","24","1353",
"3","1181","60","15","28","1284",
"4","1061","68","30","30","1189",
"5","1155","59","16","15","1245",
"6","1137","46","29","23","1235",
"7","1049","47","22","29","1147",
"8","1066","64","12","19","1161",
"9","1063","26","8","18","1115",
"10","1118","52","29","13","1212",
"11","1068","61","36","11","1176",
"12","1022","36","33","9","1100",
"13","1113","46","9","9","1177",
"14","1065","68","11","20","1164",
"15","1162","55","21","32","1270",
"16","1122","49","22","17","1210",
"17","1096","47","21","22","1186",
"18 to 20","3223","181","53","55","3512",
"21 to 24","4949","336","79","110","5474",
"25 & over","55386","1286","666","869","58207",
"Total","83649","2829","1215","1384","89077",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
