"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","318","0","176","1","495",
"1","310","5","215","0","530",
"2","341","0","189","3","533",
"3","365","0","189","0","554",
"4","366","0","179","4","549",
"5","370","1","172","2","545",
"6","410","0","166","0","576",
"7","409","0","171","2","582",
"8","429","0","185","2","616",
"9","470","0","178","2","650",
"10","454","4","179","3","640",
"11","471","0","198","2","671",
"12","485","0","167","0","652",
"13","512","4","200","0","716",
"14","486","0","166","0","652",
"15","453","0","136","3","592",
"16","453","3","123","1","580",
"17","427","0","119","0","546",
"18 to 20","935","3","348","2","1288",
"21 to 24","985","4","432","8","1429",
"25 & over","18043","14","3068","47","21172",
"Total","27492","38","6956","82","34568",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
