"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","494","3","16","4","517",
"1","529","4","11","3","547",
"2","525","4","9","2","540",
"3","517","6","7","0","530",
"4","477","5","7","0","489",
"5","513","2","9","1","525",
"6","508","6","9","3","526",
"7","545","6","12","3","566",
"8","527","7","11","2","547",
"9","553","5","5","4","567",
"10","584","3","8","3","598",
"11","576","1","6","3","586",
"12","607","0","7","4","618",
"13","621","2","13","2","638",
"14","640","3","10","5","658",
"15","658","0","10","4","672",
"16","728","2","10","3","743",
"17","688","2","10","3","703",
"18 to 20","1504","7","22","5","1538",
"21 to 24","1780","3","36","13","1832",
"25 & over","20413","39","212","95","20759",
"Total","33987","110","440","162","34699",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
