"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","284","1","4","0","289",
"1","290","1","4","1","296",
"2","319","1","2","0","322",
"3","311","0","1","1","313",
"4","291","5","2","2","300",
"5","328","2","5","2","337",
"6","272","1","2","2","277",
"7","331","4","5","3","343",
"8","298","2","4","1","305",
"9","294","0","4","2","300",
"10","347","2","6","2","357",
"11","382","1","4","3","390",
"12","359","1","5","1","366",
"13","389","0","4","1","394",
"14","379","0","6","1","386",
"15","423","1","12","0","436",
"16","406","0","4","2","412",
"17","458","0","5","3","466",
"18 to 20","900","2","18","2","922",
"21 to 24","840","0","8","4","852",
"25 & over","11177","16","107","50","11350",
"Total","19078","40","212","83","19413",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
