"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","333","7","263","1","604",
"1","326","12","231","2","571",
"2","349","4","257","2","612",
"3","341","12","264","6","623",
"4","379","4","236","9","628",
"5","388","5","212","2","607",
"6","377","4","235","3","619",
"7","409","6","201","4","620",
"8","383","5","238","2","628",
"9","350","4","232","6","592",
"10","336","6","213","5","560",
"11","348","3","200","3","554",
"12","340","6","203","3","552",
"13","334","7","173","3","517",
"14","334","5","175","0","514",
"15","359","4","167","1","531",
"16","348","6","180","3","537",
"17","353","6","170","6","535",
"18 to 20","947","19","420","10","1396",
"21 to 24","1344","17","615","14","1990",
"25 & over","21990","194","4537","169","26890",
"Total","30668","336","9422","254","40680",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
