"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","113","0","6","1","120",
"1","123","1","4","1","129",
"2","95","0","2","0","97",
"3","119","1","3","0","123",
"4","102","3","3","0","108",
"5","76","0","2","1","79",
"6","85","1","3","0","89",
"7","99","0","2","0","101",
"8","92","0","0","0","92",
"9","79","0","0","0","79",
"10","92","1","1","0","94",
"11","109","0","1","0","110",
"12","85","0","1","0","86",
"13","131","0","0","1","132",
"14","101","1","0","0","102",
"15","132","2","1","0","135",
"16","98","2","4","2","106",
"17","106","1","0","0","107",
"18 to 20","229","0","5","1","235",
"21 to 24","293","1","8","4","306",
"25 & over","5948","11","47","24","6030",
"Total","8307","25","93","35","8460",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
