"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","543","6","6","2","557",
"1","574","6","7","6","593",
"2","568","5","11","1","585",
"3","579","8","8","1","596",
"4","602","7","6","1","616",
"5","584","9","6","5","604",
"6","642","11","10","3","666",
"7","682","5","9","3","699",
"8","695","2","4","3","704",
"9","794","2","10","5","811",
"10","754","6","13","2","775",
"11","804","5","9","3","821",
"12","834","5","7","2","848",
"13","860","8","10","3","881",
"14","811","10","9","3","833",
"15","747","8","8","1","764",
"16","765","7","10","5","787",
"17","764","5","7","5","781",
"18 to 20","1774","17","12","16","1819",
"21 to 24","1779","14","21","13","1827",
"25 & over","22886","165","191","151","23393",
"Total","39041","311","374","234","39960",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
