"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","174","3","5","2","184",
"1","167","3","3","0","173",
"2","176","3","1","2","182",
"3","158","3","3","4","168",
"4","168","5","1","1","175",
"5","162","5","2","3","172",
"6","189","4","3","1","197",
"7","169","3","2","1","175",
"8","183","0","5","3","191",
"9","163","2","3","2","170",
"10","177","3","4","2","186",
"11","177","1","3","1","182",
"12","168","1","1","2","172",
"13","183","2","4","1","190",
"14","194","2","3","2","201",
"15","197","1","5","2","205",
"16","208","2","3","2","215",
"17","197","1","4","3","205",
"18 to 20","528","7","7","5","547",
"21 to 24","763","7","16","7","793",
"25 & over","10096","82","127","89","10394",
"Total","14597","140","205","135","15077",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
