"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","262","0","2","0","264",
"1","265","1","4","3","273",
"2","275","0","4","0","279",
"3","294","0","3","0","297",
"4","284","0","6","5","295",
"5","305","2","6","2","315",
"6","337","0","4","2","343",
"7","368","0","2","0","370",
"8","350","0","7","0","357",
"9","364","0","3","0","367",
"10","417","0","2","1","420",
"11","401","0","4","1","406",
"12","413","4","5","0","422",
"13","410","0","0","0","410",
"14","419","0","10","5","434",
"15","422","0","10","1","433",
"16","392","0","2","3","397",
"17","413","0","3","6","422",
"18 to 20","950","14","11","0","975",
"21 to 24","850","0","10","9","869",
"25 & over","16228","12","148","51","16439",
"Total","24419","33","246","89","24787",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
