"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","602","10","10","10","632",
"1","641","18","14","7","680",
"2","715","20","12","8","755",
"3","721","14","12","5","752",
"4","696","18","10","6","730",
"5","713","16","9","6","744",
"6","659","12","14","4","689",
"7","642","7","10","9","668",
"8","655","14","13","6","688",
"9","635","14","9","6","664",
"10","610","12","10","6","638",
"11","620","12","13","4","649",
"12","605","10","8","4","627",
"13","598","10","13","4","625",
"14","605","12","11","4","632",
"15","555","12","10","8","585",
"16","541","10","8","3","562",
"17","557","9","13","8","587",
"18 to 20","1654","36","37","21","1748",
"21 to 24","2303","59","38","37","2437",
"25 & over","26984","335","328","289","27936",
"Total","42311","660","602","455","44028",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
