"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","1080","45","11","15","1151",
"1","1046","44","9","22","1121",
"2","1043","40","13","26","1122",
"3","1055","41","10","15","1121",
"4","1058","60","19","12","1149",
"5","1070","60","12","16","1158",
"6","1037","55","17","14","1123",
"7","1111","54","7","10","1182",
"8","1093","43","7","18","1161",
"9","1165","56","14","15","1250",
"10","1166","51","16","17","1250",
"11","1201","49","17","19","1286",
"12","1202","34","16","11","1263",
"13","1214","36","12","17","1279",
"14","1198","53","27","16","1294",
"15","1171","46","7","13","1237",
"16","1134","25","8","9","1176",
"17","1112","39","9","19","1179",
"18 to 20","3085","135","43","47","3310",
"21 to 24","4329","192","56","94","4671",
"25 & over","47304","1188","373","537","49402",
"Total","74874","2346","703","962","78885",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
