"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2000"

"counts","White","Black","American Indian","Asian","Total",
"0","1009","60","11","16","1096",
"1","995","57","18","20","1090",
"2","997","51","20","15","1083",
"3","1003","41","12","12","1068",
"4","962","46","15","22","1045",
"5","1056","51","14","18","1139",
"6","1079","37","17","13","1146",
"7","1156","44","15","23","1238",
"8","1098","58","11","24","1191",
"9","1119","47","14","16","1196",
"10","1153","47","17","14","1231",
"11","1118","58","17","13","1206",
"12","1112","41","16","18","1187",
"13","1163","38","12","16","1229",
"14","1167","44","21","11","1243",
"15","1196","49","9","20","1274",
"16","1178","32","17","14","1241",
"17","1099","40","11","16","1166",
"18 to 20","3103","193","52","51","3399",
"21 to 24","4041","222","64","79","4406",
"25 & over","50533","1284","488","646","52951",
"Total","77337","2540","871","1077","81825",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
