"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","245","3","242","2","492",
"1","296","1","154","0","451",
"2","271","4","188","1","464",
"3","340","2","160","1","503",
"4","316","2","199","2","519",
"5","316","3","149","0","468",
"6","288","2","119","3","412",
"7","309","2","169","1","481",
"8","317","4","159","2","482",
"9","372","3","173","1","549",
"10","313","1","169","1","484",
"11","372","2","179","2","555",
"12","392","4","203","3","602",
"13","373","2","155","2","532",
"14","387","1","203","4","595",
"15","369","1","159","1","530",
"16","448","2","160","2","612",
"17","463","1","178","1","643",
"18 to 20","1124","6","404","4","1538",
"21 to 24","1253","4","490","12","1759",
"25 & over","19708","48","3607","96","23459",
"Total","28272","98","7619","141","36130",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
