"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","150","2","8","0","160",
"1","152","0","4","0","156",
"2","145","3","0","0","148",
"3","158","0","3","0","161",
"4","124","0","1","1","126",
"5","186","0","0","0","186",
"6","149","0","0","2","151",
"7","163","1","0","2","166",
"8","165","2","0","0","167",
"9","134","1","2","1","138",
"10","168","1","4","2","175",
"11","164","3","1","0","168",
"12","171","1","0","2","174",
"13","153","0","0","1","154",
"14","170","3","4","0","177",
"15","176","3","1","1","181",
"16","184","0","0","0","184",
"17","199","1","3","0","203",
"18 to 20","356","5","6","1","368",
"21 to 24","417","7","9","0","433",
"25 & over","7503","25","89","26","7643",
"Total","11187","58","135","39","11419",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
