"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","605","4","23","5","637",
"1","563","5","15","1","584",
"2","574","3","8","2","587",
"3","528","4","31","7","570",
"4","533","5","9","5","552",
"5","589","3","14","0","606",
"6","590","5","13","4","612",
"7","566","5","10","2","583",
"8","540","6","10","1","557",
"9","547","5","7","4","563",
"10","524","6","8","2","540",
"11","577","2","12","4","595",
"12","606","5","7","5","623",
"13","608","8","13","2","631",
"14","600","7","7","7","621",
"15","615","3","14","0","632",
"16","608","3","10","3","624",
"17","613","5","15","2","635",
"18 to 20","1655","20","40","11","1726",
"21 to 24","2153","11","40","16","2220",
"25 & over","22697","74","279","140","23190",
"Total","36891","189","585","223","37888",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
