"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","326","10","262","1","599",
"1","353","13","264","5","635",
"2","382","7","238","7","634",
"3","387","4","221","2","614",
"4","373","6","234","5","618",
"5","408","6","199","3","616",
"6","402","2","247","1","652",
"7","382","3","244","4","633",
"8","360","5","212","5","582",
"9","363","6","215","2","586",
"10","354","4","199","2","559",
"11","360","6","180","4","550",
"12","340","3","167","0","510",
"13","345","6","170","1","522",
"14","350","6","181","2","539",
"15","357","3","166","4","530",
"16","358","5","163","3","529",
"17","347","2","162","2","513",
"18 to 20","1031","18","464","6","1519",
"21 to 24","1392","31","576","12","2011",
"25 & over","22285","230","4518","146","27179",
"Total","31255","376","9282","217","41130",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
