"Easy Access to Juvenile Populations"
"Table:    Platte County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","102","0","0","0","102",
"1","100","0","1","0","101",
"2","95","0","0","0","95",
"3","99","0","0","0","99",
"4","112","0","1","0","113",
"5","125","1","1","1","128",
"6","111","0","0","0","111",
"7","118","0","0","0","118",
"8","131","0","0","0","131",
"9","123","0","0","0","123",
"10","142","1","0","0","143",
"11","150","0","1","0","151",
"12","152","0","0","0","152",
"13","150","0","0","0","150",
"14","151","0","0","0","151",
"15","159","0","0","0","159",
"16","144","0","0","0","144",
"17","143","0","0","0","143",
"18 to 20","250","0","0","1","251",
"21 to 24","293","0","0","0","293",
"25 & over","5520","0","10","1","5531",
"Total","8370","2","14","3","8389",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
