"Easy Access to Juvenile Populations"
"Table:    Platte County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","101","2","0","1","104",
"1","102","0","2","0","104",
"2","76","2","1","0","79",
"3","75","1","1","1","78",
"4","72","2","0","1","75",
"5","94","1","0","0","95",
"6","101","2","0","0","103",
"7","90","2","0","0","92",
"8","111","2","0","0","113",
"9","86","0","0","0","86",
"10","105","0","1","2","108",
"11","93","1","0","0","94",
"12","122","1","1","0","124",
"13","115","1","0","1","117",
"14","115","0","1","3","119",
"15","144","2","1","0","147",
"16","134","0","1","2","137",
"17","154","0","3","1","158",
"18 to 20","229","1","2","3","235",
"21 to 24","298","1","3","2","304",
"25 & over","6138","19","32","21","6210",
"Total","8555","40","49","38","8682",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
