"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","132","0","0","0","132",
"1","113","5","2","1","121",
"2","99","0","2","1","102",
"3","108","1","1","0","110",
"4","107","0","1","1","109",
"5","117","0","1","0","118",
"6","101","0","1","1","103",
"7","104","1","1","0","106",
"8","116","0","1","1","118",
"9","124","0","0","1","125",
"10","117","1","1","0","119",
"11","102","0","2","2","106",
"12","77","2","1","0","80",
"13","107","0","2","0","109",
"14","117","0","1","0","118",
"15","122","2","2","2","128",
"16","125","1","2","0","128",
"17","131","1","3","0","135",
"18 to 20","256","3","7","3","269",
"21 to 24","355","3","3","10","371",
"25 & over","5981","38","50","24","6093",
"Total","8611","58","84","47","8800",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
